idx,label,sentence1,sentence2
1196,1,Jason Giambi capitalized with an RBI single to center .,Jason Giambi contributed a two-out RBI single .
2405,0,"Making jokes about a mistake like that , that 's not something good people do .",""" They feel so happy making jokes about a mistake like that , "" Sosa said ."
3871,0,"Already suffering with the nation 's worst credit rating , the state is operating for the first time completely on borrowed money .",The Davis administration says the state is operating for the first time completely on borrowed money .
3828,1,"According to the survey , last years identity theft losses to businesses and financial institutions totaled nearly $ 48 billion and consumer victims reported $ 5 billion in out-of-pocket expenses .","Identity theft cost businesses and financial institutions nearly $ 48 billion and consumer victims reported $ 5 billion in out-of-pocket expenses last year , according to the FTC ."
2645,0,"Sovereign , based in Philadelphia , expects to close the acquisition in the first quarter of 2004 .","Sovereign said it expects the merger to close in the first quarter of 2004 , subject to regulatory and First Essex shareholder approval ."
3886,1,"The rate of survival without serious brain damage is about 10 per cent , said Dr Leo Bossaert , executive director of the European Resuscitation Council .","The rate of survival without serious brain damage is about 10 percent , said Bossaert , a professor at the University Hospital in Antwerp , Belgium ."
2604,1,"It is so far out in international water that the finder Odyssey Marine Exploration , of Tampa , Fla . , does not have to share the wealth with any governments .","And because it is so far out in international water , salvage company Odyssey Marine Exploration doesn 't have to share the wealth with coastal state governments ."
1978,1,U.S. troops killed nearly two dozen suspected Taliban militants after coming under fire in southern Afghanistan in the latest in a series of such attacks .,"U.S. soldiers killed about two dozen suspected Taliban militants in southern Afghanistan after their convoy came under attack , the military said Sunday ."
1471,1,"An hour later , an Israeli helicopter fired missiles at a car in Gaza City , killing two Hamas officials and at least five other people .","An hour later Israeli attack helicopters rained missiles on a car in Gaza City , killing seven people , Palestinian sources said ."
642,1,"United Airlines plans to become the first domestic airline to offer e-mail on all its domestic flights by the end of the year , the company announced yesterday .","United Airways plans to offer in-flight , two-way e-mail on all domestic flights by the end of the year , becoming the first U.S. carrier to do so ."
2202,1,"E Ink is one of several groups trying to develop electronic "" paper "" for e-newspapers and e-books , and other uses - even clothing with computer screens sewn into it .","E Ink is one of several companies working to develop electronic "" paper "" for e-newspapers and e-books , and other possible applications _ even clothing with computer screens sewn into it ."
2362,0,"Some 175 million shares traded on the Big Board , a 7 percent increase from the same time a week ago .","Some 1.6 billion shares traded on the Big Board , a 17 percent increase over the three-month daily average ."
1002,1,"The day after Wilkie resigned , Howard said in a televised address that Iraq possessed "" chemical and biological weapons capable of causing death and destruction on a mammoth scale "" .","In a televised address back in March , Mr Howard declared Iraq had weapons capable of "" causing death and destruction on a mammoth scale "" ."
273,1,"Some 14,000 customers were without power in the area , Oklahoma Gas and Electric said .","About 38,000 OGE Energy Corp. customers are without power , the company said on its Web site ."
950,1,"The center has a budget of $ 45 million , most of which will be spent on research and testing , Bridges said .","The safety center has a $ 45 million budget for its first year , much of which will be spent on tests and analyses ."
2717,1,""" It is symptomatic of the communication difficulties that often trouble the ECB , "" said Ken Wattret of BNP Paribas .",""" It is reminiscent of the communication troubles that have dogged the ECB in the past , "" said Ken Wattret of BNP Paribas ."
1939,0,"She also thanked her boyfriend , Sgt. Ruben Contreras , who was sitting next to the stage .","And she has a boyfriend , officials said : Sgt. Ruben Contreras , who sat with her family today ."
415,0,"One question was whether France , which infuriated Washington by leading the charge against U.N. authorization for the war , would vote "" Yes "" or abstain .","France , which infuriated Washington by leading the charge against U.N. approval for the war , also sought changes ."
1775,1,A suburban Chicago man was arrested Wednesday on charges of secretly gathering information on Iraqi opposition figures as an unregistered agent of Saddam Hussein 's intelligence service .,The FBI arrested a suburban Chicago man Wednesday and charged him with secretly collecting information on individuals in the United States who opposed Saddam Hussein 's Iraqi government .
280,1,"Joan B. Kroc , the billionaire widow of McDonald 's Corp. founder Ray Kroc , died Sunday after a brief bout with brain cancer .","Joan B. Kroc , the billionaire widow of McDonald 's founder Ray Kroc known for her philanthropy , died Sunday of brain cancer ."
3158,0,"Gates dismissed the challenge from open-source programs such as Linux , which is gaining adherents in the public and private sectors .","But Gates dismissed the challenge coming from open-source programs , including those written for operating systems such as Linux ."
750,1,U.S. same-store sales last months at Tim Hortons rose 8.8 per cent .,Tim Hortons ' same-store sales in Canada rose by 6.7 per cent .
2107,1,The two countries agreed last week to hold their first diplomatic discussions in two years .,"Last week , India and Pakistan said they would hold their first diplomatic talks in two years ."
3250,1,Stocks had surged on Tuesday as economic reports pointed to a thriving housing market and an uptick in consumer confidence .,Wall Street enjoyed a hefty rally on Tuesday as economic reports pointed to a thriving housing market and an uptick in consumer confidence .
4031,1,Analysts attributed the increase in part to negative news from bankrupt competitor WorldCom Inc . WCOEQ.PK and talk that AT & T could be a takeover target .,"Analysts attributed its rise to negative news from bankrupt competitor WorldCom Inc . < WCOEQ.PK > and talk that AT & T could be a takeover target , among other factors ."
3768,0,"His lack of co-operation was allowing other Jemaah Islamiah fugitives to remain at large , Mr Dila told the court .","His lack of co-operation was allowing other JI operatives to remain at large , where they threatened further terrorist acts , Mr Dila said ."
721,1,"The FCC said existing televisions , VCRs , DVD players and related equipment would remain fully functional under the new broadcast flag system .","It also required that existing televisions , VCRs , DVD players and related equipment will remain fully functional under the new broadcast flag system ."
3485,0,"Enron 's 401 ( k ) plan covered about 20,000 workers , retirees and beneficiaries .",Enron 's stock comprised as much as 61 % of the workers ' 401 ( k ) portfolios .
2375,1,""" I know of no pressure , "" said Mr. Feith , the under secretary of defense for policy .",""" I know of nobody who pressured anybody , "" Douglas Feith , undersecretary of defense for policy , said at a Pentagon briefing ."
1317,1,Minister Saud al-Faisal visit was disclosed Monday by two administration officials who discussed it on condition of not being identified by name .,"Minister Saud al-Faisal 's visit was disclosed by two administration officials , who spoke on condition of anonymity ."
2603,1,Amrozi said Jews and the US and its allies had evil plans to colonise countries like Indonesia .,"Jews , Americans and their allies had "" evil "" plans to colonise nations like Indonesia , Amrozi said ."
1919,1,The FTC also said AOL and CompuServe failed to deliver timely rebates to consumers .,"In a separate complaint , the FTC alleged that AOL and CompuServe failed to deliver timely $ 400 rebates to consumers ."
3937,1,"The quick conviction followed a 21 / 2-week trial , during which Waagner represented himself .","The quick conviction followed a 2 1 / 2 week trial , during which the Venango County man represented himself ."
1214,1,They are due to appear in the Brisbane Magistrates Court today .,The men will appear in Brisbane Magistrates Court on Monday .
643,1,"Volodymyr Gorbanovsky , deputy general director of the plane 's owners , Mediterranean Airlines , said it appeared to have veered from its flight path because of the fog .","Volodymyr Gorbanovsky , deputy general director of the plane 's owners , Mediterranean Airlines , said initial information indicated it had veered from its flight path because of fog ."
4073,1,""" We have concluded that the outlook for price stability over the medium term has improved significantly since our last decision to lower interest rates , "" Duisenberg said .","In a statement , the ECB said the outlook for price stability over the medium term had "" improved significantly "" since its last decision to lower interest rates in March ."
2318,0,"The report cites the marriage of the alleged operational commander of the Bali bombings , Mukhlas , to Farida , a "" highly cosmopolitan and well-educated young woman "" .","The report cites the marriage of the alleged operational commander of the Bali bombings , Mukhlas , as an example of how JI uses marriage to grow ."
2303,0,He also said the academy will get its own internal report next week detailing how serious the problem remains .,"The academy will get its own internal report next week and it will be made public , Rosa said ."
3247,1,"This is what Dr. Dean said : "" I still want to be the candidate for guys with Confederate flags in their pickup trucks .","He told the Register : "" I still want to be the candidate for guys with Confederate flags in their pickup trucks . """
2949,1,X2 took in $ 17.1 million for a total three-week take of $ 174 million .,"Elsewhere in theaters this weekend , "" X2 "" earned $ 17.1 million to raise its three-week total to $ 174 million ."
621,1,Crossing Jordan will be back in January after star Jill Hennessy gives birth .,NBC also plans to shelve Crossing Jordan until January as star Jill Hennessy has her first child .
801,1,The numbers highlight a conundrum : the difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .,"As stark as the numbers themselves , is the conundrum they highlight : the growing difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society ."
3728,0,""" We are pleased with the judge 's decision and pleased that they accepted our arguments , "" a Merrill spokesman said Tuesday .",""" We 're pleased with the judge 's decision , "" said Mark Herr , spokesman for Merrill Lynch ."
2007,0,Shinseki retires Wednesday after a 38-year career that included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia .,Shinseki 's career included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia .
3304,0,The euro rose as high as $ 1.1535 -- a fresh four-year high -- in early Asian trading before standing at $ 1.1525 / 30 .,"Against the dollar , the euro rose as high as $ 1.1535 -- a fresh four-year high -- in morning trade before standing at $ 1.1518 / 23 at 0215 GMT ."
1516,1,But Gelinas says only six have been fully re-evaluated .,Ms. Gelinas said only 1.5 per cent of those have been fully re-evaluated .
1434,1,"In Toronto , police said they arrested 38 people and reported 114 incidents , mostly for looting and other thefts .","Toronto police made 38 arrests linked to the blackout and reported 114 incidents , mostly for looting and other thefts , said Constable Mike Hayles ."
855,1,"I never thought I 'd write these words , but here goes : I miss Vin Diesel .","I never thought I 'd say this , but I almost missed Vin Diesel at first ."
1273,1,"The King of Prussia-based company could liquidate the other two chains if it cannot find a buyer by then , the company said .","The company , based in King of Prussia near Philadelphia , said it could liquidate the other two chains if it cannot find a buyer for them ."
3838,1,"Lloyds TSB confirmed on Tuesday it was "" considering its options "" over the sale of its National Bank of New Zealand subsidiary .",Lloyds TSB yesterday confirmed that it had received bids for its National Bank of New Zealand operation .
2306,1,Southwest said it had already inspected its fleet of 385 aircraft and found no additional suspicious items .,Southwest said it completed inspections of its entire fleet of 385 aircraft and found no additional items .
3152,1,"He listed LeapFrog Enterprises ' LF.N LeapPad books , Hasbro Inc . ' s HAS.N Beyblade starter set , and MGA Entertainment 's Bratz doll line as toys that were stealing market share .","LeapFrog Enterprises ' LF.N LeapPad books , Hasbro Inc . ' s HAS.N Beyblade starter set , and MGA Entertainment 's Bratz doll line all were stealing market share , he said ."
840,1,"Without going into specifics , Oracle managers also indicated PeopleSoft 's roughly 8,000 workers could expect mass layoffs .","Oracle managers also indicated PeopleSoft 's roughly 8,000 workers could expect mass layoffs , though they did not get into specifics ."
2143,1,"Abplanalp used plastic in a model that could be mass-produced , lowering the price per valve from 15 cents to 2 1 / 2 cents .","Mr. Abplanalp used plastic in a model that could be mass produced , lowering the price per valve , to 2 1 / 2 cents from 15 cents ."
1674,1,He faces 25 years in prison when he is sentenced in federal court July 7 .,He faces an additional 25 years in prison on the federal charges when he is sentenced July 7 .
1226,1,"He said the issue of disclosing classified information about a C.I.A. officer was "" a very serious matter "" that should be "" pursued to the fullest extent "" by the Justice Department .","The White House said that leaking classified information was a serious matter that should be "" pursued to the fullest extent "" by the Justice Department ."
1713,1,SAN Architect and AutoAdvice can be used by themselves or as extensions to the ControlCenter family of storage management applications .,SAN Architect and AutoAdvice can be used as stand-alone applications or as an extension to EMC 's ControlCenter applications .
414,0,Her body was found several weeks later in the Green River .,"Aug. 15 , 1982 : Remains of Chapman , Hinds and Mills are found in the Green River ."
965,1,"At 12 , Lionel Tate was charged with first-degree murder over the death of Tiffany Eunick .","Tate was 12 when he was charged with beating Tiffany Eunick , 6 , to death in July 1999 ."
3992,0,""" I regret we had an incident that could be an impediment to progress , "" Mr. Powell said , referring to the killing of Abdullah Qawasmeh , a leading Hamas figure .",""" I regret we had an incident that could be an impediment to progress , "" Powell told a news conference in neighboring Jordan ."
912,0,"There are now 37 active probable cases in the GTA , compared with 70 cases on June 6 .","And , globally , the number of active probable cases has declined to 573 ."
409,1,"CAPPS II will not use bank records , records indicating creditworthiness or medical records . ""","CAPPS II will not use bank records , credit records , or medical records , according to Loy and Kelly ."
1821,0,"Miodrag Zivkovic , of the Liberal Alliance of Montenegro , won 31 percent of the vote , while the independent Dragan Hajdukovic got 4 percent .","A pro-independence radical , Miodrag Zivkovic , of the Liberal Alliance , came in second with 31 percent of the vote ."
2805,0,Daniel said it takes about two hours and 15 minutes to drive from his home to Nashville .,Daniel said D 'Antonio left between 7 : 15 p.m. and 8 p.m and it takes about two hours to drive from his home to Nashville .
3595,0,Ms. Kethley has said she also repeatedly denied his accusations .,"Ms. Kethley , who has repeatedly denied any infidelity , has recounted a similar story ."
1882,0,"The statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in August .","The unemployment rate in San Joaquin County dipped last month to 8.5 percent , down nearly a full percentage point from August ."
1701,1,She said the president 's eyes filled with tears when she told him he would have to confess to their teenage daughter as well .,Mrs Clinton writes her husband 's eyes filled with tears when she told him he would have to confess to Chelsea as well .
3215,1,""" The committee will define the role of the interim chairman and recommend an individual to fill that role , "" said lead director H. Carl McCall in a statement .",""" The committee will define the role of the interim chairman and recommend an individual to fill that role , "" said Carl McCall , the lead director of the NYSE board ."
408,0,"AutoAdvice is available as a one-year subscription at $ 400 per CPU , scaling from one to 50,000 CPUs .","SAN Architect will run approximately $ 2,400 while AutoAdvice is available with coverage from one to 50,000 CPUs ."
2149,1,""" We condemn and denounce the Governing Council , which is headed by the United States , "" Moqtada al-Sadr said .",""" We condemn the Governing Council headed by the United States , "" Sadr said in a fiery sermon at Koufa mosque near Najaf ."
2334,1,""" The only thing that I know for certain is that these are bad people , "" Bush told a joint news conference with Blair .","But he added : "" The only thing I know for certain is that these are bad people . """
3454,1,"Also , hospital efforts to start "" fever clinics "" in parking lot tents to keep infectious patients out of emergency rooms are "" moving along impressively , "" Dr. Roth said .","Dr. Roth also said that hospital efforts to start "" fever clinics "" in parking-lot tents to keep infectious patients out of emergency rooms were "" moving along impressively . """
3366,1,Russian cosmonaut Malenchenko managed a space first earlier this month by marrying his earth-bound fiance by space phone .,Russian cosmonaut Malenchenko achieved a first earlier this month when he married his earth-bound fiancee by video link .
1016,1,"Zulifquar Ali , a worshiper slightly wounded by shrapnel , said the attackers first targeted the mosque 's guards .","Witness Zulfiqar Ali , who was slightly wounded by shrapnel , said the attackers had focused on the mosque 's guards ."
2788,1,"In addition to O 'Connor , Rehnquist 's majority opinion was joined by Justices David Souter , Ruth Bader Ginsburg , and Stephen Breyer .","Joining him in the majority opinion were Justices Sandra Day O 'Connor , David H. Souter , Ruth Bader Ginsburg and Stephen G. Breyer ."
1004,0,"The Dow Jones industrial average .DJI slipped 9.54 points , or 0.1 percent , at 9,558.92 .","The blue-chip Dow Jones industrial average eased 44 points , or 0.47 percent , to 9,543 , after scoring five consecutive up sessions ."
2721,1,Those searches have not found stockpiles of chemical and biological weapons or significant evidence of a nuclear weapons program .,"Alleged stockpiles of chemical and biological weapons have not turned up , nor has significant evidence of a nuclear-weapons program ."
259,1,"Thomas was joined in full by Rehnquist , and in parts by O 'Connor and Scalia .",He was joined by Chief Justice William H. Rehnquist and Justices Sandra Day O 'Connor and Antonin Scalia .
3360,1,"If you 're over here thinking this problem has been blown out of proportion by the media , you are wrong .",""" If you think this problem has been blown out of proportion by the media , you are wrong . """
3745,0,"He then drove south on Hemphill and west on Drew Street driving about 60 mph , Jones said .","After striking the pedestrian , the pickup traveled south on Hemphill Street , then turned west on Drew Street going about 60 mph , Jones said ."
3224,0,"Gold 's rise pulled other precious metals higher , shunting silver to $ 4.81 / 83 an ounce from $ 4.77 / 79 last quoted in New York .","Gold 's bounce pulled other precious metals higher , sending silver to $ 4.83 / 85 an ounce from $ 4.80 / 82 last quoted in New York ."
874,0,"The shooter ran away , police said , eluding an officer who gave chase .","Police said the shooter ran away from an officer who chased him , and still was being sought Thursday night ."
1594,1,At least 61 people were killed and dozens injured across Afghanistan yesterday in the worst outbreak of violence for more than a year .,"Sixty-one people were killed and dozens wounded in outbreaks of violence across Afghanistan in the troubled country 's bloodiest 24 hours in more than a year , officials said Wednesday ."
2944,1,"At one of the three sampling sites at Huntington Beach , the bacteria reading came back at 160 on June 16 and at 120 on June 23 .",The readings came back at 160 on June 16 and 120 at June 23 at one of three sampling sites at Huntington Beach .
2736,1,"The company said it now expects second-quarter earnings of 68 cents and 72 cents a share , down from its prior outlook of 77 cents to 82 cents .","Avery Dennison said it now expects a second-quarter profit of 68 cents to 72 cents a share , down from its prior outlook of 77 cents to 82 cents ."
1807,1,""" We have an incredible amount of work to do , but it 's not in [ designing new ] instruction set architectures .",""" We 've got an incredible amount of work to do , but it ain 't in the instruction set , "" he said ."
3751,1,"State Sen. Vi Simpson , former state and national Democratic chairman Joe Andrew are seeking the Democratic nomination .","Leading Democratic candidates are former state and national Democratic Chairman Joe Andrew and State Sen. Vi Simpson , Ellettsville ."
610,1,The new contract extends the guarantee that his annual pay and bonus will be at least $ 2.4 million a year .,The contract sets his annual base salary at $ 1.4 million and his target bonus at a minimum of $ 1 million .
1131,1,"Chief merchandising officers oversee the buying and development of merchandise , deciding the merchandising direction of the company , or basically what it should stand for .","He or she decides the merchandising direction of the company , or basically what it should stand for ."
534,0,An animal rights group waited Friday to find out if it has succeeded in putting a stop to a state-sponsored program allowing hunters to shoot wolves from airplanes in Alaska .,An Alaska judge has rejected an attempt by an animal rights group to stop a state-sponsored program allowing hunters to shoot wolves from airplanes in Alaska .
2659,1,"The jump in tobacco shares was led by New York-based Altria , whose shares rose almost 10 percent to $ 38.28 .","Shares of the cigarette makers jumped on the news , led by New York-based Altria , whose shares rose almost 10 percent to $ 38.30 ."
1950,1,But she didn 't say whether she 'll certify the two-year $ 117.4 billion budget for 2004-05 .,She said she didn 't know yet whether she would certify the budget .
2924,1,"Mr. Berg says in an advertisement for it , "" More than my remembrances , this book intends to convey hers . ""","In an advertisement for the book , Berg says , "" More than my remembrances , this book intends to convey hers . """
2462,1,"But the yen 's gains were capped by wariness about Japanese intervention , with some traders reporting irregular bids that smack of intervention around 118 yen .","But the yen 's gains were capped by wariness about Japanese intervention , with some traders reporting irregular bids around 118 yen that could be from the Bank of Japan ."
2390,1,""" This fire is going to have a great potential to get into those areas , "" Oltrogge said .",""" The fire is going to have great potential to get in there tomorrow , "" he said ."
249,0,"Mr. Bush had sought to store his papers in his father 's presidential library , where they would have stayed secret for a half-century .","In Texas , public watchdog groups opposed Mr. Bush 's efforts to house his papers at his father 's presidential library , where they would have remained secret for a half-century ."
434,1,"Most times , wholesalers sold the questionable drugs to one of three huge national distributors that supply virtually all drugs in the country .","At one point in the chain , a wholesaler would sell the questionable drugs to one of three huge national companies that supply virtually all drugs in this country ."
1033,1,"In his new position , Dynes will earn $ 395,000 , a significant increase over Atkinson 's salary of $ 361,400 .","Dynes will be paid $ 395,000 a year ; Atkinson 's salary is $ 361,400 ."
2826,1,"Microsoft will seek to simplify creation of BizTalk applications by tying it more tightly to its flagship development tool , Visual Studio.Net.","The software maker is seeking to simplify creation of BizTalk applications by tying it more tightly to its flagship development tool , Visual Studio.Net."
2245,1,"Hoffa , 62 , vanished the afternoon of July 30 , 1975 , from a parking lot in Oakland County , about 25 miles north of Detroit .","Hoffa , 62 , vanished on the afternoon of July 30 , 1975 , from a parking lot in a Detroit suburb in Oakland County ."
2281,1,"Her birthday , 21 April , was declared a public holiday and she attended a reception and a ball .","When his grandmother , then-Princess Elizabeth , turned 21 in 1947 , the day was declared a public holiday , and she attended a reception and a ball ."
892,1,"In the second quarter last year , the company experienced a net loss of $ 185 million , or 54 cents a share , on sales of $ 600 million .","The company posted a net loss of $ 185 million , or 54 cents per share , in the year-earlier period , it said in a statement Wednesday ."
368,1,The Hulk weekend take surpasses the previous June record of $ 54.9-million for Austin Powers : The Spy Who Shagged Me .,"It beat the previous record of $ 54.9 set by 1999 's "" Austin Powers : The Spy Who Shagged Me . """
2636,0,"Her lawyer , William Zabel , could not be reached .","Ms. Kennedy Cuomo 's lawyer , William D. Zabel , said she would not comment ."
1721,1,""" This blackout was largely preventable , "" said Spencer Abraham , US energy secretary .",""" This blackout was largely preventable , "" Energy Secretary Spencer Abraham said at a press conference this afternoon ."
3083,1,"The matriarch - who celebrates her 81st birthday next month - was yesterday thanked for her generosity by model and actor Sarah O 'Hare , the National Breast Cancer Foundation patron .","The matriarch , who celebrates her 81st birthday next month , was thanked personally yesterday for her generosity by actress Sarah O 'Hare , National Breast Cancer Foundation patron ."
2101,1,"Even after he turned 94 , Lacy worked to change baseball .","Even into his 90s , Lacy worked to change the game of baseball ."
705,1,"The broad Standard & Poor 's 500 Index < .SPX > lost 6 points , or 0.71 percent , to 927 .",The broad Standard & Poors 500-stock index was down 4.77 points to 929.62 .
1940,1,Federal offices were to remain closed for a second day overnight ( Friday US time ) .,"The Government shut down in Washington , and federal offices were to remain closed yesterday ."
981,0,"Previously , it had reported a profit of $ 12 million , or 0 cents a share , for that period .","Previously , it had reported a small profit of $ 12 million , or break-even on a per-share basis , for the period ."
2,1,"They had published an advertisement on the Internet on June 10 , offering the cargo for sale , he added .","On June 10 , the ship 's owners had published an advertisement on the Internet , offering the explosives for sale ."
251,1,"A hearing on the matter was held Thursday morning in Fulton County Superior Court , marking one of the early steps in deciding the case of Matthew Whitley .",A hearing Thursday morning before Judge Elizabeth Long in Fulton County Superior Court marked one of the first steps in deciding the case of Matthew Whitley .
3182,1,"Two Americans killed in a recent ambush in Afghanistan were contract employees of the CIA , the agency said Tuesday .","Two CIA operatives have been killed in an ambush in Afghanistan , the CIA said yesterday ."
3020,1,"Because of the holiday period , the agency will not release data from the period since Dec. 27 until today .","Because of the holidays , CDC is not releasing data from the period since Dec. 27 until today ."
3627,1,Food and Drug Administration ( news - web sites ) Commissioner Mark McClellan said Kraft 's initiative could start an important trend .,U.S. Food and Drug Administration Commissioner Mark McClellan said Kraft 's could start an important trend .
1904,0,Friends said Frank Riva worked in construction in Manhattan and recently helped his son get into the construction workers union .,"Riva had recently helped his son , Frank Riva Jr . , get into a construction workers ' union and land a job ."
2371,1,"Had the creditors turned down the bailout plan , LG Group might have been forced to close down its credit card business .","If the creditors turn down the bailout plan , LG Group may have to closedown its card business ."
449,1,"However , the standards body warns that changes to Internet Explorer may affect a "" large number "" of existing Web sites .","Still , changes to IE "" may affect a large number of existing Web pages , "" according to the W3C 's notice ."
1768,1,"A month ago , the Commerce Department said GDP grew at a 7.2 percent rate .","A month ago , the Commerce Department estimated that GDP had a grown at a 7.2 percent rate in the third quarter ."
2064,1,Labor Department analysts think the payroll statistics from the survey of businesses provide a more accurate picture of the economy because the survey figures are based on a larger sample .,The analysts said they believe the payroll statistics provide a more accurate picture of the economy because they are based on a larger sample .
3099,0,"MessageLabs , which runs outsourced e-mail servers for 700,000 customers around the world , said it had filtered out 27,000 infected e-mails in 115 countries as of Thursday morning .","Messagelabs , which runs outsourced e-mail servers for 700,000 customers around the world , has labeled the worm "" high risk "" and reports more than 31,000 infections in 120 countries ."
1901,0,Shiite Muslims account for about a third of Quetta 's of 1.2 million people .,About 80 percent of Pakistan 's 140 million people are Sunnis .
1907,1,"The number of passengers aboard was not known and may never be , since ferry operators rarely keep full passenger lists .",The exact number of passengers on the ferry was not known and may never be determined because ferry operators typically do not keep accurate passenger manifests .
3277,0,"Harry Potter and the Order of the Phoenix , by J.K. Rowling , Scholastic , 870 pages , $ 29.99 .","In ' ' The Order of the Phoenix , ' ' Harry is 15 , and fully a teenager at last ."
627,1,"The Russell 2000 index , which tracks smaller company stocks , was up 1.02 , or 0.21 percent , at 496.83 .","The Russell 2000 index , the barometer of smaller company stocks , rose 3.28 , or 0.7 percent , to 494.20 ."
1186,1,The industry censor forbade the sexual innuendo contained in the play and would not allow the characters to sleep together .,The industry censor forbade the sexual innuendo of the play and would not allow Ewell 's character to sleep with Monroe 's .
1600,0,"The Nasdaq composite index fell 2.95 , or 0.2 percent , for the week to 1,912.36 after stumbling 37.78 yesterday .",The Nasdaq eased 0.15 percent for the week after two consecutive up weeks .
948,1,"The Nikkei average ended trading down 1.83 percent at 10,310.04 , a four-week low .","The Nikkei average .N225 was down 1.83 percent or 192.25 points at 10,310.04 , its lowest close since August 28 ."
2667,0,The nine largest airlines had $ 75.4 billion in revenue last year .,"Since Sept . 11 , 2001 , the six largest airlines have lost a combined $ 18 billion ."
2055,1,An amendment by Rep. Ellen Tauscher of California to create a special committee to investigate Iraq intelligence failures was rejected on procedural grounds .,Her proposal to create a special committee to investigate Iraq intelligence failures was rejected on procedural grounds .
1380,1,"Police spokesman Brig. Gen. Edward Aritonang confirmed Saturday that another two had been arrested , one in Jakarta and another in Magelang , Central Java .","Brigadier General Edward Aritonang , a police spokesman , confirmed yesterday that another two had been arrested , one in Jakarta and another in Magelang , Central Java ."
2573,1,A Trillian representative did not return an e-mail requesting comment .,The representative did not return calls seeking additional comment .
470,1,""" Qualcomm has enjoyed many years of selling ... against little or no competition , "" Hubach said in the statement .",""" Qualcomm has enjoyed many years of selling CDMA chips against little or no competition , "" said TI General Counsel Joseph Hubach ."
3570,1,"Naim al-Goud , mayor of Hit , said people from outside his region were ``doing this sabotage against the lines .","Naim al-Goud , the newly appointed mayor of Hit , said people from outside his region attacked the pipeline ."
3195,0,"But JT was careful to clarify that it was "" not certain about the outcome of the discussion at this moment . """,""" However , we are not certain about the outcome of the discussion at this moment . """
2880,1,"Since both companies described the talks as exclusive , it 's likely the two signed an agreement saying Dynegy wouldn 't talk to other suitors for a certain period of time .","Because the companies described the talks as exclusive , it 's likely they signed an agreement saying Dynegy wouldn 't talk to other suitors for a certain period ."
322,0,"Most of those on board were Lebanese but some were from Benin , Guinea and Sierra Leone .","Some of the passengers were from Benin , Guinea and Sierra Leone ."
2039,1,"Dynes will get $ 395,000 a year , an increase over Atkinson 's current salary of $ 361,400 .","In his new position , Dynes will earn $ 395,000 , a significant increase over Atkinson 's salary of $ 361,400 ."
244,0,Dotson was arrested Monday in his native Maryland and charged with murder .,"Dotson , 21 , was subsequently charged with Dennehy 's murder ."
2938,1,"Fourteen of those infected passengers sat within four seats of the SARS patient and two were flight attendants , said Mike Ryan , WHO 's global coordinator for anti-SARS efforts .","Of those , 14 were passengers sitting within four seats of the SARS patient and two were flight attendants , Ryan said ."
2722,1,Its keywords are supported by Chinese language Web portals .,"Chinese language Web portals also support 3721 keywords , the Web site said ."
318,1,Only Intel Corp. has a lower dividend yield .,Only Intel 's 0.3 percent yield is lower .
207,0,"They were found in a stolen van , said James Flateau , a spokesman for the state Department of Correctional Services .","State troopers arrested the men in a stolen van at the Jubilee Market on Route 14 in Horseheads , said James Flateau , a Department of Correctional Services spokesman ."
1533,1,""" Rendezvous has been a TIBCO mark for many years and is one of our flagship products , "" said George Ahn , chief marketing officer , Tibco .","Tibco 's chief marketing officer George Ahn said : "" Rendezvous has been a Tibco mark for many years and is one of our flagship products ."
1286,0,""" We haven 't decided whether to use an unbroken or dotted white line , but this is an experiment worth introducing , "" said David Richardson , the ICC 's cricket manager .",""" We haven 't decided whether to use an unbroken or dotted white line , "" said Dave Richardson , the ICC 's cricket manager ."
1813,1,""" The United States welcomes a greater NATO role in Iraq 's stabilization , "" Powell said .",""" The United States welcomes a greater NATO role in Iraq 's stabilization , "" Mr. Powell told his colleagues in a speech today ."
1864,1,"They made a similar discovery in Houston on another aircraft , Dallas-based Southwest said in a statement .",The airline said a similar discovery was made on the plane in Houston .
956,1,The study was presented yesterday in Chicago at the annual meeting of the Radiological Society of North America .,Both sets of findings were presented Monday at the annual meeting of the Radiological Society of North America in Chicago .
2589,1,Clark said the program would cost about $ 100 million a year and would be part of the Department of Homeland Security .,"Clark , one of nine Democrats seeking the nomination , said the program would cost about $ 100 million a year and would be within the Department of Homeland Security ."
3810,0,"Derrick Todd Lee is helped from a plane in Baton Rouge , Wednesday .","Derrick Todd Lee , 34 , is shown in this photo released by the police in Baton Rouge , Monday ."
3496,1,"Earlier this month , Bremer called off a visit here , a move officials privately linked to U.S. uncertainty about the Kurdish issue .","Earlier this month , Mr. Bremer called off a visit , in a move that officials confided at the time was linked to uncertainty on the Kurdish situation ."
1147,1,"He was released on $ 3-million bail and immediately returned to Las Vegas , where he had been filming a video .","After posting $ 3 million bail , Jackson flew to Las Vegas , where he had been working on a video ."
