idx,label,sentence
2655,1,The thief stole the painting for Mr. Smith.
2610,1,Lora buttered the toast with unsalted butter.
2170,1,The meat cuts easily.
921,0,"While Holly didn't discuss a report about every boy, she did every girl."
4606,1,About 20 liters of acid was poured into the beaker.
782,1,Mary criticized him.
7527,1,each of the girls likes herself.
4918,0,the pencil with that he is writing broke.
7411,1,Her little sister will disagree with her.
44,1,The trolley rumbled through the tunnel.
2191,1,The statue stood on the pedestal.
6271,1,Susan begged to be allowed to sing in the concert.
6565,1,I wonder who Mary likes and hopes will win.
7045,1,They asked which students and which teachers would get along together.
8088,1,Who did you introduce Athena to?
7405,1,she is the mother of John.
7649,1,for John to hurt himself is stupid.
3419,0,The phone company billed $10 as me.
2003,1,Jill kicked the ball from home plate to third base.
2719,1,They lent me a bicycle.
588,0,the branch dropped bare of its apple.
7751,0,Kiss pigs is my happiest memory
2369,1,They praised the volunteers' dedication.
5187,1,An owl hunts mice.
2976,1,Miriam tutored her brother.
1611,1,Why can't the man who usually cuts the grass do so today?
1237,1,The proof that this set is recursive is difficult.
5370,1,Sally eats the stuff more.
608,1,What the force of the wind did to the window was break it.
1692,1,Maxwell isn't much of a doctor.
7494,1,"Mary sent Bill a book,…."
3311,1,Through the hall there echoed a loud cry.
5065,1,I made it my objective to settle the matter.
346,0,John write books.
7073,1,You British or you Americans will get yourselves in trouble.
6143,1,The boat sank.
7476,1,we need to provide two trees and.
8428,0,I saw him ever.
1833,1,"My father, that he's lived here all his life is well-known to the cops."
7441,1,John was carefully studying Russian.
6580,1,I have wanted to know exactly what happened to Rosa Luxemburg for many years.
1894,0,The door has seven holes in it and the window.
7393,1,It is big.
2403,1,We sleep five people in each room.
4685,0,Your books were gone most thoroughly over.
4835,1,When did he say that he was fired?
2724,0,We contributed her our paycheck.
426,1,John has often kissed Mary.
7274,1,That he won the race could surprise them.
3735,0,The effectiveness of teaching and learning depend on several factors.
7608,0,Whom left Bill.
3337,1,Snow caps the mountain.
211,1,"The more people you give beer to, the more people that get sick."
7785,1,Paris is no more
3027,0,We rummaged important documents in the drawer.
96,1,Bill wriggled himself loose.
1415,1,My friends Mike talked to about politics yesterday.
2423,1,The audience watched the movie.
4374,1,Will Tom leave the party now?
431,0,In general that he understands what's going on is surprising.
111,1,"I want to explain exactly why the more you eat, the less you want."
7257,0,I prefer for the girl to will win.
637,0,John concluded Bill to be a fool.
2156,1,Margaret cut Bill's arm.
4388,0,Margaret has had already left.
770,0,We love they.
7011,1,Ronnie was talking to Lou.
4950,1,"He who is without sin among you, let him cast the first stone."
819,1,John wagered there to have been a stranger in that haunted house.
3005,0,Dorothy is needing new shoes.
8419,0,Which the poem did Homer recite?
193,1,"The more people you say will buy tickets, the happier I'll be."
868,0,"Mary claimed that hasn't eaten cabbage, Holly."
7737,1,I was sitting not under the tree but under the bush
3386,1,We walked ourselves into a state of exhaustion.
340,1,He may not just not have been working.
4579,1,Did the doctor prescribe aspirin?
1650,1,Here's a plate for you to make Bob try to begin to force his sister to leave the cookies on.
4758,1,You can rely on Edward's help.
6540,0,What do you believe that iron is to be a fact well known to virtually everybody?
5147,1,I wonder in which pocket it was that Kim had hidden the jewels.
5495,1,Hilda is such a scholar that all her work is impeccable.
3661,1,John seems certain about the bananas.
8392,0,Himself saw him
6451,0,Confiscate any of this liquor.
3997,0,The student known the answers.
3993,1,The student knows the answers.
1441,0,Would for him to have played the piano have surprised you?
3131,1,Paul exhaled.
4225,1,Few doctors approve of our remedy.
2753,1,$50 won't even purchase a dress at Bloomingdale's.
4219,1,Her family is all avid skiers.
1182,1,Drowning cats is against the law.
2082,1,"I threw the ball to Julian, but it fell short of him."
4803,1,Lee asked me how fond of chocolates the monkeys are.
4905,1,Mary knows that John was elected.
4227,1,An example of these substances be tobacco.
7499,1,We think that Bill left.
4361,1,Pat persuaded Leslie to be aggressive.
3300,1,A fire raged over the fields.
1655,0,Here's a razor for it to be announced that you will be shaved with.
1205,0,Who does Phineas know a girl who is working with?
748,1,We proclaimed John sincerely to be a hero.
6231,1,I bought Manuel some flowers.
7821,1,Anson very happily demonized David.
1391,0,To whom is she trying to make up now?
952,1,"Today there is little or no official harassment of lesbians and gays by the national government, although autonomous governments might."
1359,1,The boy whose guardian's employee we elected president betrayed us.
6450,1,Pick any of these flowers.
5007,1,To please John is tough.
4534,1,"When Kim was in China, I was too."
2411,1,$5 will buy you a ticket.
4869,1,The video which you recommended was really terrific.
5209,1,Every man who has any matches is happy. happy.
5029,1,"This $500 bribe will cost the government $500,000 to prove that Senator Jones accepted."
8425,1,"Poseidon had escaped, before the executioner arrived."
2513,0,The teacher hated the pupils angry.
3294,1,A fire raged in the mountains.
6716,1,That Anne was in conversation with Mr Elliott dismayed Captain.
1129,0,What what I ate cost almost broke me.
7110,1,"Kim seems to be just surviving, and Terry in dire need of our help."
1298,1,The luscious chick who Billy went to the movies with will wed me ere the morn.
1044,0,Every man lifted the table together.
5158,1,It is Martha whose work critics will praise.
2230,1,This oven cooks well.
6286,1,That kind of behavior annoys me.
20,0,The professor talked us.
4899,1,We called the senators who met Fred.
5100,1,That's how they do it.
3565,1,I am anxious for you to study English grammar hard.
1614,1,Romeo conceded that he and Juliet were going steady.
7377,1,all the students left.
5139,0,It is Kim on whom that Sandy relies.
1252,0,The claim you won't need it is being made by Jack.
4207,1,All of the plant virus web sites have been conveniently collected in one central location.
5875,0,Traci gave the whale.
6860,1,She told him the whole story.
1660,1,"Fluffy is sick, which I believe that few people realize."
3111,0,Cynthia devoured .
3700,1,"If students study hard, teachers will be happy."
8349,0,I said this he left
4848,1,What proof that he has implicated have you found?
308,0,"This is the problem that you'll beat the competition more easily, the sooner you solve."
5741,1,The puppy licked the kitten's face.
6222,1,Briana showed Justin himself.
1367,1,We elected president the boy's guardian's employer.
2237,1,They pushed their way through the crowd.
6857,1,It is to Ireland that he is going.
8524,1,I asked who John would introduce to who.
4478,1,John believes Kim not to leave here.
3614,1,The policeman met several young students in the park last night.
3923,1,The birds devour the worm.
3213,1,The onions reeked.
8429,1,Humans love to eat owners of pigs.
4026,1,The contract is subject to approval by my committee.
1231,1,Sam made progress.
4782,1,Who do you believe invited Sara?
4393,1,Mary was solving the problem.
536,0,Fruit dropped from the tree from the clouds.
1560,0,Joe is taller than I think Mary.
7163,1,This girl in the red coat will put a picture of Bill on your desk after the dinner and before tomorrow.
7322,0,I put the book.
3499,1,Visiting relatives can be boring.
1930,1,What did Bill allege that Roger had eaten?
5817,1,A burlap sack of potatoes with mealy skins fell on the professor of linguistics with the terrible taste in T-shirts from the twelfth story.
2556,1,The books stood on the table.
757,0,We proved conclusively Smith to be the thief.
622,1,The box completely contains the ball.
8405,1,I didn't want any cake.
3509,1,Which chemical did you mix the hydrogen peroxide and?
8361,0,Benjamin said he would give the cloak to Lee and give the cloak he did to Lee.
3488,1,The president was hoping for a good cake.
5562,0,John is more than five feet short.
3265,0,Bill dried at the clothes.
7133,1,This girl in the red coat will put a picture of Bill on your desk before tomorrow.
4072,1,Which otter you should adopt first is unclear.
2040,1,I shipped the package halfway around the world.
4743,1,Would you mind taking out the garbage?
5719,1,Those Olympic hopefuls should practice diligently daily.
5252,1,He stopped writing poems.
2663,0,The fish boned.
604,1,Hail stones broke the window.
6587,1,The woman believed that the man who was here was ill.
1959,0,Bill understands Mary and himself.
1869,1,Palmer is a guy who for for him to stay in school would be stupid.
8498,1,Aphrodite quickly freed the animals
5286,1,This book I enjoyed.
3817,1,The students felt comfortable in the class.
2137,1,The farmer dumped apples into the cart.
376,0,You will Bob believe.
3268,1,Bill is drying a lot of clothes on the line.
695,0,John perfectly rolled the ball down the hill.
6105,1,John laughed.
6320,1,Chris liked which pictures of himself?
726,1,John resembles Bill.
7237,1,I will speak to Hector about this.
2072,1,Where did you send the package?
4317,1,There seems to be a fountain in the park.
647,0,Dry the baby with the cloth torn.
5162,0,It is on Kim on whom Sandy relies.
8032,1,No one expected Agamemnon to to win
5216,1,Sue said something although she was the most likely not to say anything.
2889,0,The war clung the child to her mother.
4569,0,The house is been remodeling.
5970,1,Jeff was dancing with Sylvia while Amy sat angrily at their table.
7844,1,The consul's gift of the gladiator to himself.
1954,1,Few writers meet any playwrights in Vienna.
1599,1,I'll work on it if no one else has worked on it.
1234,1,I have a feeling that Arch will show up.
112,1,"I demand that the more John eats, the more he pays."
72,1,The rope stretched over the pulley.
6327,1,The army destroyed the palace.
1570,1,I took it for granted that she was lying.
3004,1,Dorothy needs new shoes.
7809,0,He would can go
238,1,I know how intelligent a dog you bought.
7605,1,How much care do you think he would be taking of his patients under those circumstances?
2681,1,Those books slide across the table easily.
2392,1,1492 saw the beginning of a new era.
327,1,"Not many books survived the fire, did they?"
2684,1,Nora brought the book from horne.
4519,1,"You can do it, but you better not."
3144,1,The princess bowed.
1936,0,Only the travelers who anybody has ever robbed don't carry machetes.
7173,1,They play and I listen to unusual music.
360,0,How do you wonder whether John said Mary solved the problem?
8218,1,I have eaten my hat already
7258,0,I prefer for the girl to wins.
2262,1,Jill embraced Sarah.
3591,1,The two boys looked up the high stairs.
1727,1,"Sally might be pregnant, and I believe the claim that Sheila definitely is pregnant."
2020,0,Jake sent the box towards Carson.
4625,0,They believe Stephen to be easy to annoy Ben.
7850,0,The librarians likes books.
7794,1,Gilgamesh has been fighting the dragon.
6902,1,Siobhan burnt a pattern on the piece of wood.
3402,0,Rose accompanied.
7016,0,Tracy became awarded a prize.
6119,0,Patrick to leave is likely.
1420,1,"I am confident of, and my boss depends on, a successful outing at the track."
4468,0,He might do leave.
6233,1,Jean is reluctant to leave.
7038,1,Which books did Robin read and hate?
291,1,Who did you give pictures of to friends of?
5979,1,Calvin has eaten a peanut.
8221,1,The flying car hit the tree in the air
8169,1,Which king did you wonder invaded which city?
2630,1,Doug cleared the table.
5926,0,placed the flute on the table.
5940,1,The apple was bitten by John.
3140,1,Linda winked at the audience.
5168,1,I wonder what Mary offered to him.
521,1,Fruit hit the ground from the tree.
2652,1,Carla was shoveling.
1853,1,"Him, they let him go yesterday."
3232,1,The explosives destroyed the warehouse.
4413,0,John can to kick the ball.
525,0,The box gradually contained the ball.
7191,0,"The red, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
4846,1,Which city does Fred think that you believe that John lives in?
2531,1,They've got it made.
8528,1,Gilgamesh fears death and Achilles does as well
6096,1,Stacy left Tucson.
2898,0,I broke the twig and the branch.
5092,1,What the gentleman seemed to be asking is how policy would have differed.
7065,1,Here's the whiskey which I went to the store and bought.
2353,0,We investigated bombs in the area.
2171,1,Janet broke the crystal.
1227,1,I yawned.
3378,1,The horse jumped over the stream.
1962,0,Andy pinched Sarah and tickled herself.
7115,1,Pat remembered the appointment and that it was important to be on time.
6924,1,The builders made the wall with concrete blocks.
7653,1,John promised Mary that he would leave.
214,1,"The more people arrive, the louder it gets."
6359,1,Any doctor will tell you that.
4505,0,John not could leave the town.
2197,1,I shaved my face.
1627,0,How brave they must believe the claim that you are!
8318,1,You said that Anson thought that Julie had fainted
875,0,"Mary questioned Joe's desire to eat cabbage, but only after I had questioned Sally's desire to."
6265,1,Mike expected Greg incorrectly to take out the trash.
5894,1,He bought these flowers for Aaron.
8375,1,Gomez's photograph of Pugsley belonging to Lucy.
3954,1,Ad agencies call young people Generation X-ers.
1743,0,"They said that Tom would pay up, and pay up that he did is well-known."
423,1,Someone stole my car.
5217,1,Cows fly more often than John visits any relatives.
7282,0,"Climb to the top, they do climb to the top."
310,1,Which room did John see the man in?
6725,1,Show me the folder in which you stored the documents.
6881,1,Erika made her mother an omelet and the kitchen a mess.
3775,1,John made Kim a great doll.
4293,1,Pat is eager to be examined by the dentist.
4456,0,He does be leaving.
729,0,10 lb was weighed by the package.
3667,1,The squirrel ran right up the tree.
6415,1,John talked to any politician who is powerful.
6671,1,What did the wealthy young man buy for his secret fiancée?
7915,0,Gilgamesh failed often biology
7845,1,All the dragons have been slain.
5754,1,John said Martha sang the aria with gusto.
2284,0,People are seething in the square.
5149,0,To whom do you think it is the book that Mary gave?
653,1,The cup emptied of water onto the ground.
3924,1,Every photo of Max and sketch by his students appeared in the magazine.
4194,0,They are afraid people.
7308,1,They wonder whether Mary will run.
927,1,"While Truman didn't visit me, he did you."
3530,1,They have no information.
4107,0,We respect Mary's desire for becoming famous.
4127,1,The King of Rock and Roll's records led to dancing.
42,0,They made him to exhaustion.
7573,1,That is a bird.
5068,1,I owe it to you that the jury acquitted me.
787,1,For John to love Mary would be doubtful.
3209,1,In the hallway there ticked a grandfather clock.
631,1,What John did to the wall was paint it.
3613,1,The student enjoyed his English syntax class last semester.
3995,1,The students know the answers.
2012,1,Felicia threw the ball off the bench.
4340,0,John seems to rain.
405,1,Bill saw him.
9,1,Herman hammered the metal flat.
8055,1,The bear sniffs
6090,1,I do not love peanut butter.
4539,1,"Sandy must, too."
6520,1,The man who I think chased Fido returned.
1735,1,"They said that Tom would pay up, and pay up he will."
6576,0,"John, who and whose friends you saw, is a fool."
1619,1,"Playing with matches is; lots of fun, but doing, so and emptying gasoline from one can to another at the same time is a sport best reserved for arsons."
2488,0,A cheerful welcome was beamed by Sandra.
5356,1,John is as intelligent as Mary.
118,0,"The harder it has rained, how much faster a flow that appears in the river?"
4151,1,Four pounds was quite a bit of money in 1950 and it was not easy to come by.
2561,0,I funneled the bottle with the mixture.
7477,1,we also need to explain the relation between these trees.
7635,1,Bill is sick.
5648,0,To the washroom kissed the Blarney stone.
1719,0,That she loved him and it was painfully evident that he loved another.
7913,0,Aphrodite do freed animals.
3047,1,Ellen told Helen about the situation.
7143,1,"This boy must not go to school, and his father must not go to school either."
5999,0,Angus did not his homework.
7,1,Bill coughed his way out of the restaurant.
5877,1,Ryan hit Andrew.
935,0,"I'll turn the radio down, but I won't up."
4435,1,The children are seen in the yard.
2065,1,She fell in love.
1777,1,Willy is taller than Bill by that much.
5408,1,Sally eats caviar too much for her own good.
941,0,"I know which book Max read, and which book Oscar hasn't done so."
2491,1,They shopped their way around New York.
3979,1,The love of my life and father of my children would never do such a thing.
6120,1,Patrick is likely to leave.
7804,1,Who seems to be certain to leave first?
1975,1,It is not certain that you'll marry any student.
778,1,his belief that Mary kissed Bill is mistaken.
5688,1,Andy gives freely of his time.
3192,1,The bandits murdered innocent victims.
8437,1,Mary ran.
6125,1,Stacy danced at the palace.
4503,1,John could not leave the town.
1629,0,How brave he is tall and!
6449,1,Confiscate any liquor.
5112,0,The writer is that gets you so involved.
3710,1,John refused the offer proudly.
5868,0,Some man has ever beaten the centaur.
1863,1,"I noticed his car in the driveway last night, your friend from Boston."
83,0,The elevator rumbled itself to the ground.
8536,1,The students demonstrated this morning
5656,1,Louis said that parts of speech intrigued her.
5056,1,That we invaded Iraq really freaks me out.
5488,1,Mary is such a wit that people are afraid of her.
8224,1,It seems that Agamemnon is a maniac
1400,1,The only offer of which I plan to take advantage will give me an eleven month paid vacation.
7122,0,Pat was annoyed by that their parents did nothing to stop it.
4914,1,Every essay that she's written and which I've read is on that pile.
1920,1,I would prefer it for there to be no talking.
5939,1,The soldier was given the medal.
1086,0,"What dl,d John fall asleep and Bill wear?"
4346,0,Dana would be unlikely for Pat to be called upon.
2235,0,This hammer won't break.
1390,0,The only relatives with whom I'd like to do away are my aunts.
8383,0,Emily showed himself Benjamin in the mirror.
1043,1,Every man lifted the table.
3363,0,There lay a dog in the comer.
1060,1,Physicists like yourself are a godsend.
3865,1,Frank threw himself into the sofa.
1357,1,They will give me a hat which I know that I won't like.
8411,1,"Gilgamesh wanted to seduce Ishtar, and seduce Ishtar he did ."
1717,0,A friend of mine who was working in Europe and a girl met in Vienna who was from his home town.
5427,1,John is the kind of a fool that I told you about.
8281,1,Poseidon appears to have turned out to have left.
5417,1,Harry got to be as much of a celebrity as his father.
5736,1,He blew up the building.
144,0,"It is important the more you eat, the more careful for you to be."
3186,1,She was always clad in black.
1331,1,I want to peruse that contract before filing it away.
8008,1,Cassandra has foretold disaster again.
5846,1,I asked for him to eat the asparagus.
4893,1,Jack is the person whom Jenny fell in love with.
2002,1,Jill threw the ball from home plate to third base.
2854,1,Carol cut the whole wheat bread.
2675,1,Carla slid the books across the table.
2100,1,Alex read the newspaper in an hour.
6807,1,Ayala went to the ball and was chatted to by Jonathan Stubbs.
4866,0,This needs investigating the problem.
602,1,The tub leaked empty of water.
2316,1,The oil and vinegar separated.
6541,0,Who did you wonder saw Kim?
3711,1,I consider John the best candidate.
6810,1,Both Jane and Elizabeth were at home.
3822,1,John deprived his sons of game cards.
2962,1,Sandy sang.
6503,0,Every student answered any question.
7260,1,I run on the beach.
3671,1,This handsome man chased a dog.
2845,1,Carrie touched him on the shoulder.
7767,1,It appears that Poseidon owns a dragon
1706,0,He's the happiest that we ever talked to the boy who had seen him.
1407,0,Light was made of her indiscretions.
1203,0,Who does Phineas know a girl who is jealous of?.
7017,0,Chris will become talking to colleagues.
6699,1,Eleanor blamed Marianne's unhappiness on Willoughby.
43,1,They made him into a monster.
6614,1,The accountant was sitting at her desk.
3723,1,The monkey was tagged in the forest by John.
4789,1,he had been reading the article.
1067,1,Each other's houses seem to the women to be garish.
2837,1,Alison poked the cloth.
7009,1,Dana was quite competent.
7648,1,to hurt his friends is stupid.
3569,1,John not leave.
5600,1,"Dave, Dan, Erin, and Alina left."
7176,1,She may have thawed the roast and should have thawed the roast.
5173,0,At least three girls saw anything.
1666,1,"Fluffy is sick, as not everybody knows."
8235,1,I asked which city which king invaded.
5230,1,I'm sorry that anybody hates me.
5021,1,John is eager to examine the patient.
2716,1,Nora pushed her way through the crowd.
6940,1,Harriet talked to Emma for hours.
6380,1,You may pick almost any flower.
2430,1,A solution to the problem presented itself yesterday.
6964,1,Emma and Harriet were attacked by those bandits.
1112,0,I polished the vase which was from India up.
6612,0,The Ethel was sitting at her desk.
2080,1,Mary taught John linguistics.
324,0,I aren't going.
5578,1,The Joneses think themselves the best family on the block.
8247,1,When Alison and David soaked their feet was after dinner
6689,1,Sarah devoured the cakes in the kitchen last night.
8380,1,It was obvious that Plato loved Aster obvious.
2456,1,Suddenly an ugly old man entered the hall.
5034,1,That dogs bark annoys people.
6171,1,I asked where you found it.
6621,1,The truck spread salts.
341,1,He can't have been working.
3915,0,Kim depends at Sandy.
645,0,Rub the baby with the cloth asleep.
6927,1,It is the garden that the gardener planted with roses.
2570,1,I lifted the books onto the table.
4221,0,A variety of styles have been in vogue for the last year.
2515,0,Sharon brought Willa breathless.
2919,1,The jeweller printed the name on the ring.
2813,1,Paula swatted Deirdre on the back.
6499,0,Some who read anything passed.
3350,1,The rabbit vanished into thin air.
268,1,"If you give any senator enough opportunity, he will succumb to corruption."
4442,1,He has seen his children.
4049,0,Tom tried for Bill to ask a question.
5470,0,She is as brilliant the woman as her mother.
7415,1,John thinks that Mary left.
2087,1,"I read him the figures, but when I looked up, he was gone."
7795,1,Lucy's photograph of Jane
3743,1,It could be more detrimental.
3781,1,I regard Andrew as the best writer.
3310,1,A loud cry echoed through the hall.
6229,1,I asked Mike if he had seen the Yeti.
5391,0,He seems enough intelligent for you.
3212,1,A squeaking door announced John's presence.
2469,0,On the streets of Chicago melted a lot of snow.
7585,0,What she considers is John proud of his work.
3425,1,The man kicked a ball.
6694,1,Mr Knightley walked into the drawing room.
5903,1,It snowed.
353,1,John often kisses Mary.
6795,0,Henry wanted to possibly marry Fanny.
1631,1,How he is brave!
3761,1,My mother baked me a birthday cake.
115,0,"I demand that John pays more, the more he eat."
5587,1,Doug blew up the building.
130,0,"The more John eats, the tighter keep your mouth shut about it."
3804,1,They believed that everybody would pass the test.
1765,1,The sofa was longer than the desk was.
2443,1,A flowering plant is on the windowsill.
8165,1,Medea killed Jason.
6098,0,I want Bradley that left.
5990,1,Is Bill eating his tuna?
3087,1,Ellen complained about the situation to Helen.
264,0,"Stories about himself seem to show up more on the evening news, the more that John gets upset by them."
4714,1,Their expectations will be kept up with.
8550,1,What all did you get for Christmas?
3553,0,He treats John very shame.
6220,0,Josh gave Clay carefully a book.
186,0,"The fatter that that he gets bothers him, the more he eats."
1495,1,I promised that he would be there tomorrow.
7483,0,He will indeed not endorse the treaty.
3984,0,Kim put the book.
6664,1,The mouse jumped out.
2906,1,I detached that new handle.
6126,1,Stacy arrived at the palace.
854,0,"Mary was told to bring something to the party, so she asked Sue what to."
7734,1,How did you eat the cake?
7545,0,They heard John's criticism of each other.
7406,1,They read the paper.
740,0,The men were promised to leave.
4004,1,The monkeys kept forgetting their lines.
1586,1,Webster touched a sword after Henry had done it.
7952,0,Anson demonized old
3039,1,Wanda taught the students.
3288,1,There exists a solution to this problem.
375,1,You might not believe me but you will Bob.
3815,1,She disappeared when the main party arrived.
4080,1,I am ashamed that I neglected you.
319,0,She hit the ball.
6476,1,Those days Bill offered Mary everything he cooked.
712,1,We consider the men all fools.
4821,0,I don't know that to agree with him or not.
6868,1,Marry Mr Martin was what Harriet did.
6644,1,This parcel is very heavy.
4050,1,Tom tends to avoid confrontations.
2304,1,I mixed the sugar and the butter.
5264,1,The men would not have been all working.
8537,1,We believed Aphrodite to be omnipotent.
6137,0,Was been hit by Bill by the baseball.
6782,1,Fanny had just stopped talking when in came Aunt Norris.
5446,0,He's more reliable a man.
5666,1,I doubt his sincerity.
7637,1,Susan hopes that she will sleep.
400,0,How many people do you wonder whether I consider intelligent?
6211,1,It is likely that Tami will leave New York.
5639,1,The man loved peanut butter cookies.
4688,0,Pavarotti relied on Loren and Bond Hepburn.
1081,1,A gun which I had cleaned went off.
8292,0,Jason knew those Medea had cast the spell
6326,1,The army's destruction of the palace was a tragedy.
540,1,The tree changed from a maple into an oak.
2956,0,I shaped the dough from a lump into a loaf.
6637,0,Into Jeeves sauntered the room.
5117,1,What we are using is their teaching material.
1448,1,For Anna to tickle him drives Frank crazy.
4809,1,She gets upset if I exclude her from anything.
6943,1,The dog caught the cat.
6440,0,You must pick any flower in this bed.
2204,0,Celia brushed.
2523,1,The clown wobbled down the hall.
7479,0,John liked not Mary.
1101,1,I know a boy mad at John.
2398,0,The pitchfork loaded the truck.
7491,0,Mary sent.
8177,1,I want to sing
2621,0,Doug removed the tabletop of scratches.
2799,1,Paula hit Deirdre's back.
1447,0,I dislike his tickling myself.
2974,1,Dina posed as a lawyer.
5179,1,Almost every lawyer could answer that question.
2579,0,Tamara poured at water into the bowl.
3313,1,The music echoed.
3994,1,The student knew the answers.
1546,1,John is prouder of having gone than Sally expected Joan to believe that the man who didn't shave would be.
2140,1,A rabbit appeared out of the magician's hat.
5053,1,It occurred to Pat that Chris knew the answer.
4500,0,Lee not left.
4497,1,The president could not approve the bill.
4230,1,Ten years be a long time to spend in prison.
139,1,"Fred can well imagine Joe getting fatter, the more he eats."
7503,1,We wonder if Bill left.
5520,0,I've never seen the one taller man than my father.
4455,0,I found myself doing need sleep.
8080,0,Julie maintained her own questions over the course of the argument.
570,1,The agents caught the terrorist.
6204,1,Who has seen my snorkel?
3741,0,"With their teacher, the kids have arrived safely, hasn't he?"
6289,1,The exhibition really impressed the critics.
2871,1,Herman mixed the eggs and the cream.
4110,0,We were glad what to do.
5136,1,It's the second Monday that we get back from Easter.
4993,1,They denied the claim that they should report only to us.
3507,1,What is John easy to do?
2801,0,Paula hit the sticks.
6086,1,He has not eaten yet today.
8026,1,"Poseidon had run away, because the executioner murdered Hera."
8305,1,Burn letters to Peter!
2472,1,Sarah sang a song.
4693,1,Peter has been asked to resign.
2492,1,He worked his way through the book.
3255,1,Idaho potatoes bake beautifully.
2842,0,Carrie touched the stick into the cat.
1683,1,This hat it is certain that he was wearing.
7906,1,We believed Aphrodite to be omnipotent
677,1,Bill recited his lines poorly.
5812,1,My favorite language is a language with simple morphology and complicated syntax.
6447,1,Mary didn't pick any of the flowers.
450,0,What do you remember where we bought?
3566,0,I think that learning English to be not all that easy.
7601,0,She slept the picture of Bill.
7679,1,Mary was visited by Bill.
3474,1,John offers little advice.
6903,1,The dog dug a hole in the lawn.
5171,0,I have any potatoes.
5565,0,Mary has more than Bill has friends enemies.
6908,1,The answer is known to Sue.
3690,1,He has a rail pass that's right for you.
6044,1,I wanted to leave.
2664,0,The fish scrubbed.
6212,1,Tami is likely to leave New York.
6015,1,He will eat deep fried muffins.
2692,1,Amanda carried the package from Boston to New York.
4949,1,He who laughs last laughs best.
5199,1,At most three teachers assigned homework.
5813,1,Ivan got a headache on Wednesday from the disgruntled students of phonology from Michigan.
8059,1,Know yourself!
283,0,"He seems to become more corrupt, if any senator talks to more lobbyists."
1061,1,Max boasted that the queen invited Lucie and himself for a drink.
3451,0,"We had hoped to get three new equipments every month, but we only had enough money to get an equipment every two weeks."
3432,0,Man the ball kicked the.
1161,0,I watched the Indians who the man who had been my advisor in my freshman year had advised me to study when I got to Utah talk.
3562,1,I doubt you can help me in understanding this.
7732,1,Emily showed Benjamin himself in the mirror.
2792,1,Steve pelted the squirrels with acorns.
707,0,John spoke intimately French to Mary.
292,1,It is this problem that the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.
5152,1,Calculus is difficult for me to concentrate on.
5060,1,A man came into the room with blond hair.
7090,1,"Some people go by car, but others by bike."
6239,0,Is likely Jean to leave.
2086,1,"I taught them English for an entire year, but they don't seem to have learned."
7241,1,The man that Mary saw knew me.
7121,0,You can depend on that he will be on time.
6241,0,That Jean left is reluctant.
3293,1,The beer bubbled.
2399,1,He established his innocence with the letter.
5455,1,John is not a more reliable fellow than Bill.
7612,1,There are two main characters in the novel.
7276,1,For him to win the race would surprise them.
6505,1,Every cat doesn't like mice.
3234,0,The builders destroyed at the warehouse.
7578,0,I like Mary and she does too.
2419,0,The new tax Jaws will gain the middle class.
6926,1,It was roses that the gardener planted in the garden.
3348,1,The crowd vanished.
3771,1,Michelle became an architect.
8333,0,He walked the hill up.
6508,0,"Every cat doesn't like mice, but Felix doesn't."
6591,1,People are said to do such crazy things at such high speeds there by Dorothy that I am getting skeptical.
3170,1,The baby dressed.
1126,0,That that John showed up pleased her was obvious.
2609,0,Lora buttered unsalted butter on the toast.
3866,1,The ice melted.
763,1,They painted their house a hideous shade of green.
3493,1,People now drink less beer.
4990,1,They ignored the suggestion that Lee made.
5675,1,I gave Leah the box.
7619,1,There were several doctors available.
3449,1,Avoid double negatives.
4921,0,The people in who we placed our trust left.
2511,1,Philippa cried her eyes dry.
1996,1,"Tonight, what Bob cooked yesterday still tastes good, so tonight it will be eaten up."
1431,0,The hat which that I brought seemed strange to the nurse was a fedora.
3428,1,A ball kicked the man.
1389,1,That meeting I'd like to sit in on.
5778,1,I like circus performers.
6727,1,I love the food they cook in the halls of residence.
4114,1,The public never had faith in his ability to handle the job.
5251,1,He continued writing poems.
3040,1,Wanda taught French to the students.
5388,0,She has enough of problems as it is.
7556,0,I heard that John criticized myself.
1893,1,There are seven holes in the door and window.
8381,1,He loves him
649,1,The stone knocked the cup apart.
3276,0,There soared oil in price.
3794,1,I saw this film several times last year during the summer.
1251,1,Jack is claiming you won't need it.
4108,0,John referred from the building.
7029,0,Kim alienated cats and beaten his dog.
8078,1,Anson will come to the party.
8407,0,Gilgamesh flew not the broomstick.
6337,1,John loves pictures of himself.
4637,1,The car was being driven.
274,1,"The more lobbyists wine and dine him, the more every senator is susceptible to corruption."
1598,1,I'll work on it if I can work on it.
834,0,I noticed kissing Mary.
780,1,Mary is fond of him.
4756,0,Who did Kim work for and Sandy rely?
7866,1,Did the potion boil over?
3792,1,He failed chemistry because he can't understand it.
5351,1,A tangerine isn't as different from an orange as I'd thought.
838,1,John's refusal of the offer was shocking.
1538,1,That the police wanted him worried Johns but it didn't worry the boy who Mary knew.
580,1,Water filled the cup.
384,1,"John sells books, Mary buys records and Bill V newspapers."
7436,1,John will have been eating cake enthusiastically.
5235,0,I'm glad I saw anybody.
5441,0,He's a too reliable man.
